de_cbble,▼, ,knife,119.5433807373,-1032.2435302734,-91.96875,-2.8323013782501,75.883689880371
de_cbble,▼, ,knife,233.40148925781,-1256.9479980469,-101.98548126221,89,54.042114257813
de_cbble,▼, ,knife,593.28326416016,-254.63043212891,0.03125,4.7103176116943,170.83792114258
de_cbble,▼, ,knife,593.28326416016,-254.63043212891,0.03125,-4.2539582252502,172.90412902832
de_cbble,▼, ,knife,-1903.8582763672,-908.00140380859,0.03125,14.741223335266,105.16358184814
de_cbble,▼, ,knife,-1776.8703613281,-1226.7520751953,0.03125,9.610987663269,10.734976768494
de_cbble,▼, ,knife,-1776.8703613281,-1226.7520751953,0.03125,10.329558372498,15.83687877655
de_cbble,▼, ,knife,-180.16676330566,-599.18603515625,-55.141258239746,-3.7497627735138,36.860275268555
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.922655105591,-84.756042480469
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.994512557983,-82.492538452148
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,23.425657272339,-79.007415771484
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.922655105591,-80.696090698242
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,23.246013641357,-77.713989257813
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,23.174156188965,-75.702003479004
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,23.138227462769,-72.288757324219
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.886726379395,-74.049285888672
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.958583831787,-71.174995422363
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.922655105591,-69.01929473877
de_cbble,▼, ,knife,-861.05438232422,-315.54364013672,155.89700317383,22.850797653198,-67.618057250977
de_cbble,▼, ,knife,-829.20361328125,-313.36279296875,155.39379882813,23.681209564209,-87.271125793457
de_cbble,▼, ,knife,-829.20361328125,-313.36279296875,155.39379882813,23.609352111816,-85.690269470215
